,Song,Artist,Billboard100,URI
2266,Pontoon,Little Big Town,1,2Gy3XMLbBxACZ4tXdFRGr7
2267,Ho Hey,The Lumineers,1,0W4Kpfp1w2xkY3PrV714B7
2268,Paradise,Coldplay,1,6nek1Nin9q48AVZcWs9e9D
2269,Blown Away,Carrie Underwood,1,0vFMQi8ZnOM2y8cuReZTZ2
2271,Climax,Usher,1,5pyVqlqThcxI7tPDjHIzPh
2272,"Work Hard, Play Hard",Wiz Khalifa,1,1ms5tNNdPouTtcD2oVF9Oz
2273,Let Me Love You (Until You Learn to Love Yourself),Ne-Yo,1,4kte3OcW800TPvOVgrLLj8
2274,Pound the Alarm,Nicki Minaj,1,0LohatbcUXRauoeMlR1jnS
2276,Heart Attack,Trey Songz,1,25CA8QVJQrh5R05UUCaODM
2277,Drank in My Cup,Kirko Bangz,1,3m8CQnnfJJp4eQMWWl3zay
2278,Birthday Cake,Rihanna,1,4EfN6bixdOOgoLYR5C4cWo
2279,So Good,B.o.B,1,28GUjBGqZVcAV4PHSYzkj2
2280,50 Ways to Say Goodbye,Train,1,2NniAhAtkRACaMeYt48xlD
2281,Red Solo Cup,Toby Keith,1,4YKAOXyqkKZ5gOZR0AmVMN
2282,Love You like a Love Song,Selena Gomez & the Scene,1,0laYHRpNTS6i8FXdupHkJ4
2283,Turn Up the Music,Chris Brown,1,1RMRkCn07y2xtBip9DzwmC
2284,Die Young,Kesha,1,7EQGXaVSyEDsCWKmUcfpLk
2285,5 O'Clock,T-Pain,1,6j236RwzFFj4wqH2tWJNBD
2286,A Thousand Years,Christina Perri,1,6lanRgr6wXibZr8KgzXxBl
2287,Take a Little Ride,Jason Aldean,1,2o5mwv7hvas1jdUg14Nihv
2288,You da One,Rihanna,1,3Yt9lRtS5V4nbJnwcgFgvC
2289,We Run the Night,Havana Brown,1,0mtPNQl5vePVwiI9Vykp7L
2290,It's Time,Imagine Dragons,1,6BtmXhTJMM9sBTHeYYASGz
2291,Cashin' Out,Cash Out,1,1POAx4NMLOBPVKZUSsBh92
2292,I Don't Want This Night to End,Luke Bryan,1,0cV4xwUA4ue2deqq4CZFko
2293,Diamonds,Rihanna,1,1z9kQ14XBSN0r2v6fx4IdG
2294,Hard to Love,Lee Brice,1,6E9V9TRlVOLjenGjHemzEH
2295,Somethin' 'Bout a Truck,Kip Moore,1,6Ymvlzom4TQeoKqAWsZRD8
2296,Adorn,Miguel,1,25cUhiAod71TIQSNicOaW3
2297,Fly Over States,Jason Aldean,1,17X2tSzibD9n9QRjdExcWT
2298,Even If It Breaks Your Heart,Eli Young Band,1,0Nu9WA8kEbBWEsay2s8Q0U
2299,Burn It Down,Linkin Park,1,7oVEtyuv9NBmnytsCIsY5I
2300,Thrift Shop,Macklemore & Ryan Lewis,1,4YMqbFcDIFiCBd02PzUBcM
2301,Blurred Lines,Robin Thicke,1,0n4bITAu0Y0nigrz3MFJMb
2302,Radioactive,Imagine Dragons,1,4G8gkOterJn0Ywt6uhqbhp
2303,Harlem Shake,Baauer,1,01XFgRZfZI7oBagNf1Loml
2304,Can't Hold Us,Macklemore & Ryan Lewis,1,3bidbhpOYeV4knp8AIu8Xn
2305,Mirrors,Justin Timberlake,1,4rHZZAmHpZrA3iH5zx8frV
2306,Just Give Me a Reason,Pink,1,1mKXFLRA179hdOWQBwUk9e
2307,When I Was Your Man,Bruno Mars,1,0nJW01T7XtvILxQgC5J7Wh
2308,Cruise,Florida Georgia Line,1,0i5el041vd6nxrGEU8QRxy
2309,Roar,Katy Perry,1,6F5c58TMEs1byxUstkzVeM
2310,Locked Out of Heaven,Bruno Mars,1,3w3y8KPTfNeOKPiqUTakBh
2313,Get Lucky,Daft Punk,1,69kOkLUCkxIZYexIgSG8rq
2314,Royals,Lorde,1,2dLLR6qlu5UJ5gk0dKz0h3
2315,I Knew You Were Trouble,Taylor Swift,1,72jCZdH0Lhg93z6Z4hBjgj
2316,We Can't Stop,Miley Cyrus,1,2y4lAQpi5VTNLu2ldeTdUH
2317,Wrecking Ball,Miley Cyrus,1,2vwlzO0Qp8kfEtzTsCXfyE
2318,Wake Me Up,Avicii,1,4h8VwCb1MTGoLKueQ1WgbD
2319,Suit & Tie,Justin Timberlake,1,6vt0I1cw1YmAIKDJvHVIM5
2320,Cups (Pitch Perfect's When I'm Gone),Anna Kendrick,1,6mH3qVIeOsnQIAho5eWwhH
2321,Holy Grail,Jay-Z,1,0
2322,Scream & Shout,will.i.am,1,2iJuuzV8P9Yz0VSurttIV5
2323,Clarity,Zedd,1,60wwxj6Dd9NJlirf84wr2c
2324,Sail,Awolnation,1,5xhQChGGhKLWqBqX4XhtYE
2325,Don't You Worry Child,Swedish House Mafia,1,2V65y3PX4DkRhy1djlxd9p
2327,I Love It,Icona Pop,1,6HZ9VeI5IRFCNQLXhpF4bq
2328,Safe and Sound,Capital Cities,1,6Z8R6UsFuGXGtiIxiD8ISb
2329,Treasure,Bruno Mars,1,55h7vJchibLdUkxdlX3fK7
2330,The Way,Ariana Grande,1,06EL94D0TA27Ik0Ke5usbj
2331,Started from the Bottom,Drake,1,5DI9jxTHrEiFAhStG7VA8E
2332,Come & Get It,Selena Gomez,1,6LoQHIo74tOzQ8EsLEkhgF
2333,"Hold On, We're Going Home",Drake,1,2aSC2xhRxOLiiZZVjhbylH
2334,Daylight,Maroon 5,1,6TwfdLbaxTKzQi3AgsZNzx
2335,Feel This Moment,Pitbull,1,0Hf4aIJpsN4Os2f0y0VqWl
2336,Applause,Lady Gaga,1,5ka2ajep9OAvU5Sgduhiex
2338,Love Me,Lil Wayne,1,4e0FYxSROat25pH16zMTZI
2339,My Songs Know What You Did in the Dark (Light Em Up),Fall Out Boy,1,7s0lDK7y3XLmI7tcsRAbW0
2340,Fuckin' Problems,ASAP Rocky,1,0
2341,Beauty and a Beat,Justin Bieber,1,190jyVPHYjAqEaOGmMzdyk
2342,Same Love,Macklemore & Ryan Lewis,1,01uqI4H13Gsd8Lyl1EYd8H
2343,Sweet Nothing,Calvin Harris,1,24LS4lQShWyixJ0ZrJXfJ5
2344,Summertime Sadness,Lana Del Rey and Cédric Gervais,1,2dBwB667LHQkLhdYlwLUZK
2347,Power Trip,J. Cole,1,7FOJvA3PxiIU0DN3JjQ7jT
2348,Girl on Fire,Alicia Keys,1,4esOae7i4rqTbAu9o5Pxco
2350,Love Somebody,Maroon 5,1,0HnaqUxvHP5LaWdmWwJpiS
2351,I Will Wait,Mumford & Sons,1,0hm8rgOY17z7kQJlqGKbu7
2352,Try,Pink,1,6yL8vmNnWrD1VdcV5VhXTt
2353,Wagon Wheel,Darius Rucker,1,3xdjjKMcMOFgo1eQrfbogM
2355,I Need Your Love,Calvin Harris,1,05SBRd4fXgn8FX7bf8BCAE
2358,Bad,Wale,1,5yhKaacMZGRo4s6evJx9vk
2359,Boys 'Round Here,Blake Shelton,1,39FwE8edwuyiaa4PrGBkP7
2360,"Gone, Gone, Gone",Phillip Phillips,1,5L79aNYCTKiZq7vaOElXYj
2361,Demons,Imagine Dragons,1,3LlAyCYU26dvFZBDUIMb7a
2362,Counting Stars,OneRepublic,1,6sy3LkhNFjJWlaeSMNwQ62
2363,I Cry,Flo Rida,1,4bZd0nRuX8HyjeXAUBczvm
2364,Little Talks,Of Monsters and Men,1,2ihCaVdNZmnHZWt0fvAM7B
2365,The Other Side,Jason Derulo,1,5FljCWR0cys07PQ9277GTz
2366,Berzerk,Eminem,1,6Xk7PnitV9jCRorWt2LiVZ
2367,Catch My Breath,Kelly Clarkson,1,5qxPabNDnJQ551Tf4v6k3j
2368,Crash My Party,Luke Bryan,1,6GBUsjHfZuweYf5lQEz6mP
2369,Pour It Up,Rihanna,1,76VtA90NKurNqaQpV126Ue
2370,22,Taylor Swift,1,3bIxTsfeNMO7Nt2J3EUKrA
2371,I Want Crazy,Hunter Hayes,1,4FkgULes13bk2eHrsJg4q9
2372,The Fox (What Does the Fox Say?),Ylvis,1,5HOpkTTVcmZHnthgyxrIL8
2373,Best Song Ever,One Direction,1,5T7ZFtCcOgkpjxcuaeZbw0
2374,The A Team,Ed Sheeran,1,1VdZ0vKfR5jneCmWIUAMxK
2375,Carry On,Fun,1,7gpy7sfWPNuOKmUNs3XQYE
2376,Highway Don't Care,Tim McGraw,1,4wFUdSCer8bdQsrp1M90sa
2377,That's My Kind of Night,Luke Bryan,1,5HGibWoxnkYSkl6mHmAlOE
2378,Swimming Pools (Drank),Kendrick Lamar,1,6REbwUNlppTfcnV4d4ZoZi
2379,Sure Be Cool If You Did,Blake Shelton,1,5yIiXdLRE85OBiQmCaUenq
2380,#Beautiful,Mariah Carey,1,617KSbx52ACbnQBxSsG26X
2381,Troublemaker,Olly Murs,1,0gRczqVHrEQQDyizJUtgRc
2382,Body Party,Ciara,1,0rFZaQ4crlGAzuCjWCQ2xu
2384,Hall of Fame,The Script,1,1X1DWw2pcNZ8zSub3uhlNz
2386,U.O.E.N.O.,Rocko,1,0HFrCOmhCYXlv4NdEwRAuj
2387,Next to Me,Emeli Sandé,1,1Xsxp1SEOxuMzjrFZhtw8u
2388,Mama's Broken Heart,Miranda Lambert,1,2mXsZsJBThTaJXbNcg5QD4
2389,It Goes Like This,Thomas Rhett,1,6GsAD8PgHxmEuIPTG8GP3M
2390,Bugatti,Ace Hood,1,0uFvvXbmGIXlf5ZgtHyYpf
2392,Downtown,Lady Antebellum,1,4kY7rYtE4OQkJNq22OIYRI
2393,Get Your Shine On,Florida Georgia Line,1,6s9ICeczYOfbHHIaSMq9jd
2394,#thatPower,will.i.am,1,01TuObJVd7owWchVRuQbQw
2395,Brave,Sara Bareilles,1,6Uy6K3KdmUdAfelUp0SeXn
2396,Let Her Go,Passenger,1,0JmiBCpWc1IAc0et7Xm7FL
2397,Runnin' Outta Moonlight,Randy Houser,1,6enPOmd3vSFpI4jjms8kXN
2398,I'm Different,2 Chainz,1,6J5sxraPPZ4b0CVOGAgpXj
2399,Still Into You,Paramore,1,1yjY7rpaAQvKwpdUliHx0d
2401,Dark Horse,Katy Perry,1,5jrdCoLpJSvHHorevXBATy
2402,All of Me,John Legend,1,3U4isOIWM3VvDubwSI3y7a
2403,Fancy,Iggy Azalea,1,3oiMJQAWVaxSubJ7b2VUtX
2405,Talk Dirty,Jason Derulo,1,6g6A7qNhTfUgOSH7ROOxTD
2406,Rude,Magic!,1,4exV0PeUnisiiGQBxALP0v
2407,All About That Bass,Meghan Trainor,1,5jE48hhRu8E6zBDPRSkEq7
2408,Problem,Ariana Grande,1,7vS3Y0IKjde7Xg85LWIEdP
2409,Stay with Me,Sam Smith,1,5Nm9ERjJZ5oyfXZTECKmRt
2410,Timber,Pitbull,1,3cHyrEgdyYRjgJKSOiOtcS
2411,Pompeii,Bastille,1,3gbBpTdY8lnQwqxNCcf795
2413,Am I Wrong,Nico & Vinz,1,1fidCEsYlaVE3pHwKCvpFZ
2414,Turn Down for What,DJ Snake and Lil Jon,1,67awxiNHNyjMXhVgsHuIrs
2415,The Monster,Eminem,1,48RrDBpOSSl1aLVCalGl5C
2417,Team,Lorde,1,3G6hD9B2ZHOsgf4WfNu7X1
2423,Story of My Life,One Direction,1,4nVBt6MZDDP6tRVdQTgxJg
2424,Chandelier,Sia,1,2s1sdSqGcKxpPr5lCl7jAV
2425,Black Widow,Iggy Azalea,1,7pNC5ZIKtwUK0ReSpM3P9f
2426,Bang Bang,"Jessie J, Ariana Grande and Nicki Minaj",1,0puf9yIluy9W0vpMEUoAnN
2427,Latch,Disclosure,1,1DunhgeZSEgWiIYbHqXl0c
2428,Maps,Maroon 5,1,4gbVRS8gloEluzf0GzDOFc
2429,Loyal,Chris Brown,1,5BrTUo0xP1wKXLJWUaGFtk
2430,Best Day of My Life,American Authors,1,5Hroj5K7vLpIG4FNCRIjbP
2431,Habits (Stay High),Tove Lo,1,14OxJlLdcHNpgsm4DRwDOB
2432,Summer,Calvin Harris,1,6YUTL4dYpB9xZO5qExPf05
2433,Boom Clap,Charli XCX,1,0Y1MWB026LYxGvhq4EcMiC
2434,Drunk in Love,Beyoncé,1,6jG2YzhxptolDzLHTGLt7S
2435,Anaconda,Nicki Minaj,1,794F99D5BQHS5ZGRXAs7I5
2436,Break Free,Ariana Grande,1,12KUFSHFgT0XCoiSlvdQi4
2437,Bailando,Enrique Iglesias,1,32lm3769IRfcnrQV11LO4E
2439,Wiggle,Jason Derulo,1,2sLwPnIP3CUVmIuHranJZU
2440,Rather Be,Clean Bandit,1,3s4U7OHV7gnj42VV72eSZ6
2441,Don't Tell 'Em,Jeremih,1,0Dc7J9VPV4eOInoxUiZrsL
2442,Show Me,Kid Ink,1,4q6dqyGM25sKFU8nYAGRe4
2444,Not a Bad Thing,Justin Timberlake,1,3nB82yGjtbQFSU0JLAwLRH
2446,Ain't It Fun,Paramore,1,1j8z4TTjJ1YOdoFEDwJTQa
2447,The Man,Aloe Blacc,1,2stPxcgjdSImK7Gizl8ZUN
2448,This Is How We Roll,Florida Georgia Line,1,2TR7A4ulH9R1PNwMyd8o8U
2449,Classic,MKTO,1,6FE2iI43OZnszFLuLtvvmg
2450,A Sky Full of Stars,Coldplay,1,0FDzzruyVECATHXKHFs9eJ
2451,Don't,Ed Sheeran,1,3HVWdVOQ0ZA45FuZGSfvns
2452,Na Na,Trey Songz,1,5maiP9UMnTSgoxPX8X3bdz
2453,Hot Boy,Bobby Shmurda,1,0rFke7eNFHbGuGJUdRgjB2
2455,Sing,Ed Sheeran,1,6K8qKeWo5MsFED7wCR6Kop
2457,My Hitta,YG,1,5G47DlluL671zo0k3OhoSm
2458,Cool Kids,Echosmith,1,13P5rwmk2EsoFRIz9UCeh9
2459,Hey Brother,Avicii,1,4RXpgGM7A4Hg7cFBoH5KyF
2460,Trumpets,Jason Derulo,1,5KONnBIQ9LqCxyeSPin26k
2461,Animals,Maroon 5,1,2bL2gyO6kBdLkNSkxXNh6x
2462,Burnin' It Down,Jason Aldean,1,5HJqpDspKDKwQpLjvkcIsD
2463,Play It Again,Luke Bryan,1,03fT3OHB9KyMtGMt2zwqCT
2464,2 On,Tinashe,1,3jVtllWS5CFFWLQng8sKsr
2465,Dirt,Florida Georgia Line,1,5CXnIPD6rTjszYYQm6fY2P
2466,Love Runs Out,OneRepublic,1,5BJSZocnCeSNeYMj3iVqM7
2468,Shower,Becky G,1,3DmW6y7wTEYHJZlLo1r6XJ
2469,Me and My Broken Heart,Rixton,1,1oew3nFNY3vMacJAsvry0S
2471,Lifestyle,Rich Gang,1,7DTlsMOQjGysXHpwwpHuPl
2472,American Kids,Kenny Chesney,1,1dgWTMoHwTUnQhOQ8SR5fV
2474,Sweater Weather,The Neighbourhood,1,2QjOHCTQ1Jl3zawyYOpxh6
2475,Leave the Night On,Sam Hunt,1,3wx2kQWPn9p5UppQbNhPAk
2476,New Flame,Chris Brown,1,3fBbfrWZUuWWrMQXFISr7N
2477,Love Never Felt So Good,Michael Jackson and Justin Timberlake,1,48td6xvpokdYwvbl3JIiXP
2478,Drunk on a Plane,Dierks Bentley,1,1soxUgYIZb1qx1c7o1Lc7z
2479,Birthday,Katy Perry,1,2xLOMHjkOK8nzxJ4r6yOKR
2481,La La La,Naughty Boy,1,36pLU2ywVeBKEF0rrKtmCB
2483,Do What U Want,Lady Gaga,1,5XKXMWPACPq51OiqzxenZo
2484,Can't Remember to Forget You,Shakira,1,6XgI9sWq2tOOKnga8c1fba
2485,Amnesia,5 Seconds of Summer,1,1JCCdiru7fhstOIF4N7WJC
2486,No Mediocre,T.I.,1,38aECKrbMv2F5FsYYCewCQ
2487,Come with Me Now,KONGOS,1,2kWowW0k4oFymhkr7LmvzO
2488,Believe Me,Lil Wayne,1,6t2eIONH4Sax3R21QWiKNp
2489,23,Mike WiLL Made-It,1,20FZrLl9zSbO9b3DhaqO6M
2490,Beachin',Jake Owen,1,5dNGORzxFb5z3v7vSAFkTU
2491,White Walls,Macklemore & Ryan Lewis,1,6I3KeXBT0E9MoMqYz8srVq
2492,She Looks So Perfect,5 Seconds of Summer,1,1gugDOSMREb34Xo0c1PlxM
2493,Stay the Night,Zedd,1,2QtJA4gbwe1AcanB2p21aP
2494,Partition,Beyoncé,1,5hgnY0mVcVetszbb85qeDg
2495,Studio,ScHoolboy Q,1,29gsi1zZrZxdStACmTQB0Z
2496,0 to 100 / The Catch Up,Drake,1,4jtyUzZm9WLc2AdaJ1dso7
2497,I Don't Dance,Lee Brice,1,5aj0xPGiEUN3aI2oOYu14S
2498,Somethin' Bad,Miranda Lambert and Carrie Underwood,1,6s9m5J92By7jii22Q2XtY2
2499,Adore You,Miley Cyrus,1,5AnCLGg35ziFOloEnXK4uu
2500,Uptown Funk,Mark Ronson,1,32OlwWuMpZ6b0aN2RZOeMS
2501,Thinking Out Loud,Ed Sheeran,1,34gCuhDGsG4bRPIf9bb02f
2503,Trap Queen,Fetty Wap,1,2d8JP84HNLKhmd6IYOoupQ
2505,Shut Up and Dance,Walk the Moon,1,0kzw2tRyuL9rzipi5ntlIy
2506,Blank Space,Taylor Swift,1,1p80LdxRV74UKvL8gnD7ky
2507,Watch Me,Silentó,1,5RIVoVdkDLEygELLCniZFr
2508,Earned It,The Weeknd,1,4frLb7nWtsz2ymBE6k2GRP
2509,The Hills,The Weeknd,1,7fBv7CLKzipRk6EC6TWHOB
2510,Cheerleader,OMI,1,023OVLNzXhX0j7CxswUt6D
2511,Can't Feel My Face,The Weeknd,1,22VdIZQfgXJea34mQxlt81
2512,Love Me Like You Do,Ellie Goulding,1,2l8w0zZVn4AZNuzrht7MRT
2513,Take Me to Church,Hozier,1,1CS7Sd1u5tWkstBhpssyjP
2514,Bad Blood,Taylor Swift,1,273dCMFseLcVsoSWx59IoE
2515,Lean On,Major Lazer and DJ Snake,1,1Lim1Py7xBgbAkAys3AGAG
2516,Want to Want Me,Jason Derulo,1,7oGZAicScQt96OAW4AruYy
2518,Where Are Ü Now,Skrillex and Diplo,1,1CjiAOoegmUDgbhKzAqSkl
2519,Fight Song,Rachel Platten,1,37f4ITSlgPX81ad2EvmVQr
2520,679,Fetty Wap,1,5NQbUaeTEOGdD6hHcre0dZ
2521,Lips Are Movin,Meghan Trainor,1,6gj08XDlv9Duc2fPOxUmVD
2522,Worth It,Fifth Harmony,1,41Fflg7qHiVOD6dEPvsCzO
2523,Post to Be,Omarion,1,0fgZUSa7D7aVvv3GfO0A1n
2524,"Honey, I'm Good.",Andy Grammer,1,4MflGTO2ZTcSQ12bWcyRgI
2525,I'm Not the Only One,Sam Smith,1,7795WJLVKJoAyVoOtCWqXN
2526,Good for You,Selena Gomez,1,578Eooad7oUyn4stovZiPg
2528,Style,Taylor Swift,1,4lIxdJw6W3Fg4vUIYCB0S5
2529,Hotline Bling,Drake,1,0wwPcA6wtMf6HUMpIRdeP7
2531,G.D.F.R.,Flo Rida,1,0
2532,What Do You Mean?,Justin Bieber,1,4B0JvthVoAAuygILe3n4Bs
2534,Hello,Adele,1,4sPmO7WMQUAf45kwMOtONw
2535,Stitches,Shawn Mendes,1,5jsw9uXEGuKyJzs0boZ1bT
2536,Talking Body,Tove Lo,1,2tpfxAXiI52znho4WE3XFA
2537,Jealous,Nick Jonas,1,5NQJnRpJHRaupdegphntQT
2538,Time of Our Lives,Pitbull and Ne-Yo,1,2bJvI42r8EF3wxjOuDav4r
2539,Locked Away,R. City,1,1G3wC34JEIqmV3KGXh8WcL
2540,Somebody,Natalie La Rose,1,7ioiB40H9xKs04QtIso2I3
2541,FourFiveSeconds,"Rihanna, Kanye West and Paul McCartney",1,78TTtXnFQPzwqlbtbwqN0y
2542,Centuries,Fall Out Boy,1,04aAxqtGp5pv12UXAg4pkq
2544,Take Your Time,Sam Hunt,1,6DEaND0SHv3sC11xobZLiy
2546,I Don't Fuck with You,Big Sean,1,7FYH5AW3bVfZHJIQpq3UOA
2547,Bitch Better Have My Money,Rihanna,1,0NTMtAO2BV4tnGvw9EgBVq
2548,"Flex (Ooh, Ooh, Ooh)",Rich Homie Quan,1,2LLFl56eIFGFlnrplUC26f
2549,Nasty Freestyle,T-Wayne,1,0PT7nlpo11hYYyfnBgtilT
2550,Only,Nicki Minaj,1,4MRT0dDbhqFKl67WzhUbSw
2551,Elastic Heart,Sia,1,5S9lfZu1YF8xKkgSsqL2Bd
2552,Cool for the Summer,Demi Lovato,1,2zFF6jG5hQArbzcXz3KUWk
2553,Renegades,X Ambassadors,1,0fYVliAYKHuPmECRs1pbRf
2554,I Don't Mind,Usher,1,7aXuop4Qambx5Oi3ynsKQr
2555,Love Me Harder,Ariana Grande and The Weeknd,1,5J4ZkQpzMUFojo1CtAZYpn
2556,Wildest Dreams,Taylor Swift,1,59HjlYCeBsxdI0fcm3zglw
2558,You Know You Like It,DJ Snake and AlunaGeorge,1,57kR5SniQIbsbVoIjjOUDa
2559,Uma Thurman,Fall Out Boy,1,5PUawWFG1oIS2NwEcyHaCr
2560,7/11,Beyoncé,1,02M6vucOvmRfMxTXDUwRXu
2561,The Heart Wants What It Wants,Selena Gomez,1,6wJwkMo278iWVlWl1XQ4WA
2562,Girl Crush,Little Big Town,1,11qh54D0PKkBwelpDxxiEU
2564,Drag Me Down,One Direction,1,2K87XMYnUMqLcX3zvtAF4G
2565,Truffle Butter,Nicki Minaj,1,3keUgTGEoZJt0QkzTB6kHg
2566,One Last Time,Ariana Grande,1,7xoUc6faLbCqZO6fQEYprd
2567,Chains,Nick Jonas,1,5Eg4TsPcqNbIjd8ADMZosg
2568,All Eyes on You,Meek Mill,1,0hy1SOTEn9ifXTzOwnCwEr
2569,No Type,Rae Sremmurd,1,4scpF6J5uMBvoh6sFB7EL1
2570,Riptide,Vance Joy,1,3JvrhDOgAt6p7K8mDyZwRd
2571,Classic Man,Jidenna,1,3G7XYAwtxtoGK7fAm4IlD9
2572,Ex's & Oh's,Elle King,1,70eDxAyAraNTiD6lx2ZEnH
2573,Dear Future Husband,Meghan Trainor,1,3cU2wBxuV6nFiuf6PJZNlC
2574,Marvin Gaye,Charlie Puth,1,6ukMqDxnOPOgoHdak7Kyp3
2575,Like I'm Gonna Lose You,Meghan Trainor,1,2YlZnw2ikdb837oKMKjBkW
2577,The Hanging Tree,James Newton Howard,1,416MsJxvxSKY96DCmbJIRs
2578,CoCo,O.T. Genasis,1,2JI71GHwq2LN8mtq3iCLYo
2580,Lay Me Down,Sam Smith,1,64GRDrL1efgXclrhVCeuA0
2581,Tuesday,ILoveMakonnen,1,2znzyzlAUc8Z1Ikq9aFOcx
2582,Hit the Quan,iLoveMemphis,1,4OjuzM3rTWp3q60mEldNSF
2584,House Party,Sam Hunt,1,1TwLKNsCnhi1HxbIi4bAW0
2585,Ayo,Chris Brown and Tyga,1,0k6DnZMLoEUH8NGD5zh2SE
2586,Kick the Dust Up,Luke Bryan,1,5g15o2Sm55Hn9ShK5yEXgp
2587,Blessings,Big Sean,1,1bzM1cd6oqFozdr4wK6HdR
2588,Budapest,George Ezra,1,7q0aQpiLv5tIsupcgQ3Ny4
2590,Heartbeat Song,Kelly Clarkson,1,7FC9Lng8iXU081lbigu8m8
2592,Ghost,Ella Henderson,1,4z7gh3aIZV9arbL9jJSc5J
2593,Here,Alessia Cara,1,1wYZZtamWTQAoj8B812uKQ
2594,Waves,Mr Probz,1,1XfYnj3riy7wH3KejeoCtS
2595,El Perdón,Nicky Jam and Enrique Iglesias,1,7qCAVkHWZkF44OzOUKf8Cr
2596,She Knows,Ne-Yo,1,7seTcUFOhn5caSDbiSfsp0
2597,Night Changes,One Direction,1,5O2P9iiztwhomNh8xkR9lJ
2598,Back to Back,Drake,1,5lFDtgWsjRJu8fPOAyJIAK
2600,Love Yourself,Justin Bieber,1,50kpGaPAhYJ3sGmk6vplg0
2602,One Dance,Drake,1,1zi7xx7UVEFkmKfv06H8x0
2603,Work,Rihanna,1,72TFWvU3wUYdUuxejTTIzt
2604,Stressed Out,Twenty One Pilots,1,3CRDbSIZ4r5MsZ0YwxuEkn
2605,Panda,Desiigner,1,275a9yzwGB6ncAW4SxY7q3
2607,Don't Let Me Down,The Chainsmokers,1,1i1fxkWeaMmKEB4T7zqbzK
2608,Can't Stop the Feeling!,Justin Timberlake,1,1WkMMavIMc4JZ8cfMmxHkI
2610,Cheap Thrills,Sia,1,3S4px9f4lceWdKf0gWciFu
2611,7 Years,Lukas Graham,1,5kqIPrATaCc2LqxVWzQGbk
2612,Needed Me,Rihanna,1,4pAl7FkDMNBsjykPXo91B3
2613,My House,Flo Rida,1,6Knv6wdA0luoMUuuoYi2i1
2614,I Took a Pill in Ibiza,Mike Posner,1,1MtUq6Wp1eQ8PC6BbPCj8P
2615,Work from Home,Fifth Harmony,1,4tCtwWceOPWzenK2HAIJSb
2616,This Is What You Came For,Calvin Harris,1,0azC730Exh71aQlOt9Zj3y
2617,Cake by the Ocean,DNCE,1,76hfruVvmfQbw0eYn1nmeC
2618,"Me, Myself & I",G-Eazy and Bebe Rexha,1,3UlMREU4JtvDulA2JHL3KW
2619,Ride,Twenty One Pilots,1,2Z8WuEywRWYTKe1NybPQEW
2620,Heathens,Twenty One Pilots,1,6i0V12jOa3mr6uu4WYhUBr
2621,Pillowtalk,Zayn,1,0PDUDa38GO8lMxLCRc4lL1
2624,Cold Water,Major Lazer,1,7zsXy7vlHdItvUSH8EwQss
2625,Send My Love (To Your New Lover),Adele,1,4BHzQ9C00ceJxfG16AlNWb
2627,Treat You Better,Shawn Mendes,1,3QGsuHI8jO1Rx4JWLUh9jd
2628,Too Good,Drake,1,3BtuIIrQlkujKPuWF2B85z
2629,Low Life,Future,1,7EiZI6JVHllARrX9PUvAdX
2632,Just Like Fire,Pink,1,7K5dzhGda2vRTaAWYI3hrb
2633,Broccoli,DRAM,1,0qy5D3OJre7SPJNMOL9I71
2635,Dangerous Woman,Ariana Grande,1,7l94dyN2hX9c6wWcZQuOGJ
2636,Jumpman,Drake and Future,1,27GmP9AWRs744SzKcpJsTZ
2637,"I Hate U, I Love U",Gnash,1,7vRriwrloYVaoAe3a9wJHe
2639,Same Old Love,Selena Gomez,1,1BZG99C7Co1r6QUC3zaS59
2640,Controlla,Drake,1,3O8NlPh2LByMU9lSRSHedm
2644,No,Meghan Trainor,1,7fCNUWi6uflDTQ08srxMZk
2645,Never Forget You,Zara Larsson and MNEK,1,6hmhG1b4LEyNuashVvuIAo
2647,Don't Mind,Kent Jones,1,27PmvZoffODNFW2p7ehZTQ
2648,H.O.L.Y.,Florida Georgia Line,1,0BCy325UZyR9z0t0uxwn2N
2649,We Don't Talk Anymore,Charlie Puth,1,37FXw5QGFN7uwwsLy8uAc0
2651,Gold,Kiiara,1,6ZSO7kPn8IMJFymyticbJO
2652,Exchange,Bryson Tiller,1,43PuMrRfbyyuz4QpZ3oAwN
2654,Oui,Jeremih,1,0PJIbOdMs3bd5AT8liULMQ
2655,Hands to Myself,Selena Gomez,1,1LoriJC05IrHIDwj3q0KC1
2656,2 Phones,Kevin Gates,1,0wdKiSBUT7aZkXUIdJWcwC
2657,Starboy,The Weeknd,1,7MXVkk9YMctZqd1Srtv4MB
2658,For Free,DJ Khaled,1,4JDZl9nKIAhAhDjw753u4X
2659,Never Be Like You,Flume,1,5WI2ltQIdwgzf1SNE76JyR
2660,In the Night,The Weeknd,1,25KybV9BOUlvcnv7nN3Pyo
2661,Me Too,Meghan Trainor,1,3KwwE4sgCzMaKWq6QBebmX
2663,Die a Happy Man,Thomas Rhett,1,5kNe7PE09d6Kvw5pAsx23n
2664,White Iverson,Post Malone,1,6eT7xZZlB2mwyzJ2sUKG6w
2665,Close,Nick Jonas,1,3lSDIJ2abCrOdDJ6pshUap
2666,Unsteady,X Ambassadors,1,7lGKEWMXVWWTt3X71Bv44I
